city,state_id,state,county,lat,long,population,density,military,incorporated,capital,timezone,ranking,zips
Forada,MN,Minnesota,Douglas,45.7884,-95.3567,190,145,FALSE,TRUE,FALSE,America/Chicago,3,1
Kamrar,IA,Iowa,Hamilton,42.3898,-93.728,190,85,FALSE,TRUE,FALSE,America/Chicago,3,1
Eunola,AL,Alabama,Geneva,31.0326,-85.8409,190,40,FALSE,FALSE,FALSE,America/Chicago,3,1
Drakesville,IA,Iowa,Davis,40.7984,-92.4814,190,298,FALSE,TRUE,FALSE,America/Chicago,3,1
Exeland,WI,Wisconsin,Sawyer,45.667,-91.2426,190,61,FALSE,TRUE,FALSE,America/Chicago,3,1
Steptoe,WA,Washington,Whitman,47.0075,-117.3502,190,33,FALSE,FALSE,FALSE,America/Los_Angeles,3,2
Gilliam,MO,Missouri,Saline,39.2327,-93.0041,190,295,FALSE,TRUE,FALSE,America/Chicago,3,1
Starr,SC,South Carolina,Anderson,34.3774,-82.6954,190,48,FALSE,TRUE,FALSE,America/New_York,3,1
Amador City,CA,California,Amador,38.419,-120.8232,190,236,FALSE,TRUE,FALSE,America/Los_Angeles,3,2
West Leipsic,OH,Ohio,Putnam,41.1053,-84.0011,190,294,FALSE,TRUE,FALSE,America/New_York,3,1
Radnor,OH,Ohio,Delaware,40.3852,-83.1459,190,101,FALSE,FALSE,FALSE,America/New_York,3,1
Fort Apache,AZ,Arizona,Navajo,33.7907,-109.9873,189,64,FALSE,FALSE,FALSE,America/Phoenix,3,1
Diamond Beach,NJ,New Jersey,Cape May,38.9587,-74.852,189,437,FALSE,FALSE,FALSE,America/New_York,3,1
Big Bay,MI,Michigan,Marquette,46.8148,-87.6995,189,19,FALSE,FALSE,FALSE,America/Detroit,3,2
Wawona,CA,California,Mariposa,37.5482,-119.6395,189,11,FALSE,FALSE,FALSE,America/Los_Angeles,3,1
Bolckow,MO,Missouri,Andrew,40.1153,-94.8211,189,224,FALSE,TRUE,FALSE,America/Chicago,3,1
Beattie,KS,Kansas,Marshall,39.8624,-96.4178,189,318,FALSE,TRUE,FALSE,America/Chicago,3,1
Atmautluak,AK,Alaska,Bethel,60.8622,-162.2858,189,120,FALSE,FALSE,FALSE,America/Nome,3,1
Mooreton,ND,North Dakota,Richland,46.269,-96.8758,189,273,FALSE,TRUE,FALSE,America/Chicago,3,1
Greenway,AR,Arkansas,Clay,36.3406,-90.2223,189,280,FALSE,TRUE,FALSE,America/Chicago,3,1
Shippingport,PA,Pennsylvania,Beaver,40.625,-80.422,189,21,FALSE,TRUE,FALSE,America/New_York,3,3
Herron,MT,Montana,Hill,48.5341,-109.7718,189,15,FALSE,FALSE,FALSE,America/Denver,3,1
Register,GA,Georgia,Bulloch,32.3657,-81.8845,189,93,FALSE,TRUE,FALSE,America/New_York,3,1
Du Bois,IL,Illinois,Washington,38.2214,-89.2127,189,69,FALSE,TRUE,FALSE,America/Chicago,3,1
Brave,PA,Pennsylvania,Greene,39.7264,-80.2593,189,82,FALSE,FALSE,FALSE,America/New_York,3,2
Tiawah,OK,Oklahoma,Rogers,36.2483,-95.5362,189,17,FALSE,FALSE,FALSE,America/Chicago,3,2
Kalihiwai,HI,Hawaii,Kauai,22.2165,-159.4405,189,27,FALSE,FALSE,FALSE,Pacific/Honolulu,3,1
East Waterford,PA,Pennsylvania,Juniata,40.3711,-77.6047,189,194,FALSE,FALSE,FALSE,America/New_York,3,2
Tedrow,OH,Ohio,Fulton,41.6029,-84.2043,189,227,FALSE,FALSE,FALSE,America/New_York,3,1
Study Butte,TX,Texas,Brewster,29.3351,-103.5421,188,15,FALSE,FALSE,FALSE,America/Chicago,3,1
Prairieburg,IA,Iowa,Linn,42.2378,-91.4259,188,157,FALSE,TRUE,FALSE,America/Chicago,3,1
Grenola,KS,Kansas,Elk,37.3505,-96.4494,188,156,FALSE,TRUE,FALSE,America/Chicago,3,1
Negley,OH,Ohio,Columbiana,40.7927,-80.536,188,81,FALSE,FALSE,FALSE,America/New_York,3,1
Elberon,IA,Iowa,Tama,42.0055,-92.3161,188,111,FALSE,TRUE,FALSE,America/Chicago,3,1
Hustler,WI,Wisconsin,Juneau,43.8773,-90.2658,188,104,FALSE,TRUE,FALSE,America/Chicago,3,2
Megargel,TX,Texas,Archer,33.4535,-98.9298,188,118,FALSE,TRUE,FALSE,America/Chicago,3,1
Olmito and Olmito,TX,Texas,Starr,26.34,-98.642,188,2601,FALSE,TRUE,FALSE,America/Chicago,2,1
Northome,MN,Minnesota,Koochiching,47.8748,-94.2675,188,49,FALSE,TRUE,FALSE,America/Chicago,3,1
Heckscherville,PA,Pennsylvania,Schuylkill,40.7211,-76.2666,188,218,FALSE,FALSE,FALSE,America/New_York,3,1
West Elkton,OH,Ohio,Preble,39.5882,-84.5596,188,124,FALSE,TRUE,FALSE,America/New_York,3,2
Lopeño,TX,Texas,Zapata,26.712,-99.1008,188,88,FALSE,FALSE,FALSE,America/Chicago,3,1
Dell,AR,Arkansas,Mississippi,35.8592,-90.026,187,48,FALSE,TRUE,FALSE,America/Chicago,3,2
Lequire,OK,Oklahoma,Haskell,35.1098,-95.1065,187,22,FALSE,FALSE,FALSE,America/Chicago,3,2
Coral,PA,Pennsylvania,Indiana,40.502,-79.1746,187,408,FALSE,FALSE,FALSE,America/New_York,3,2
Newhalen,AK,Alaska,Lake and Peninsula,59.727,-154.897,187,11,FALSE,TRUE,FALSE,America/Anchorage,3,2
Spring Garden,AL,Alabama,Cherokee,33.973,-85.5558,187,31,FALSE,FALSE,FALSE,America/Chicago,3,2
Stronach,MI,Michigan,Manistee,44.2131,-86.2731,187,207,FALSE,FALSE,FALSE,America/Detroit,3,1
Cool,TX,Texas,Parker,32.8001,-98.0113,187,43,FALSE,TRUE,FALSE,America/Chicago,3,2
Locustdale,PA,Pennsylvania,Columbia,40.7786,-76.3735,187,848,FALSE,FALSE,FALSE,America/New_York,3,1
Minnesota City,MN,Minnesota,Winona,44.0923,-91.75,187,290,FALSE,TRUE,FALSE,America/Chicago,3,1
Thornhill,KY,Kentucky,Jefferson,38.2884,-85.6256,187,1589,FALSE,TRUE,FALSE,America/New_York,3,1
Latah,WA,Washington,Spokane,47.2822,-117.1557,187,225,FALSE,TRUE,FALSE,America/Los_Angeles,3,1
Wren,OH,Ohio,Van Wert,40.8006,-84.7746,187,233,FALSE,TRUE,FALSE,America/New_York,3,1
New Cambria,MO,Missouri,Macon,39.7765,-92.7515,187,107,FALSE,TRUE,FALSE,America/Chicago,3,1
Alligator,MS,Mississippi,Bolivar,34.0899,-90.7205,187,73,FALSE,TRUE,FALSE,America/Chicago,3,1
Boxholm,IA,Iowa,Boone,42.1736,-94.1061,186,71,FALSE,TRUE,FALSE,America/Chicago,3,3
Broughton,IL,Illinois,Hamilton,37.9345,-88.4624,186,38,FALSE,TRUE,FALSE,America/Chicago,3,1
Millerville,AL,Alabama,Clay,33.1926,-85.9303,186,10,FALSE,FALSE,FALSE,America/Chicago,3,3
Onycha,AL,Alabama,Covington,31.2246,-86.2785,186,90,FALSE,TRUE,FALSE,America/Chicago,3,1
Hosmer,SD,South Dakota,Edmunds,45.5788,-99.4736,186,72,FALSE,TRUE,FALSE,America/Chicago,3,1
Tse Bonito,NM,New Mexico,McKinley,35.6525,-109.0361,186,50,FALSE,FALSE,FALSE,America/Denver,3,1
Worthville,KY,Kentucky,Carroll,38.6098,-85.0681,186,281,FALSE,TRUE,FALSE,America/New_York,3,1
Wing,ND,North Dakota,Burleigh,47.1422,-100.2824,186,112,FALSE,TRUE,FALSE,America/Chicago,3,1
Franktown,CO,Colorado,Douglas,39.3906,-104.7486,186,24,FALSE,FALSE,FALSE,America/Denver,3,1
Elk Mountain,WY,Wyoming,Carbon,41.6883,-106.4135,185,258,FALSE,TRUE,FALSE,America/Denver,3,1
Ogema,MN,Minnesota,Becker,47.1016,-95.9225,185,58,FALSE,TRUE,FALSE,America/Chicago,3,1
Rayle,GA,Georgia,Wilkes,33.7902,-82.9031,185,69,FALSE,TRUE,FALSE,America/New_York,3,1
Rossburg,OH,Ohio,Darke,40.2803,-84.6385,185,509,FALSE,TRUE,FALSE,America/New_York,3,1
Royal Lakes,IL,Illinois,Macoupin,39.1117,-89.9607,185,153,FALSE,TRUE,FALSE,America/Chicago,3,1
Arctic Village,AK,Alaska,Yukon-Koyukuk,68.1421,-145.4957,185,1,FALSE,FALSE,FALSE,America/Anchorage,3,2
Blockton,IA,Iowa,Taylor,40.6168,-94.4779,185,110,FALSE,TRUE,FALSE,America/Chicago,3,1
Valley Home,CA,California,Stanislaus,37.8272,-120.9144,185,62,FALSE,FALSE,FALSE,America/Los_Angeles,3,1
Blythedale,MO,Missouri,Harrison,40.4752,-93.928,185,232,FALSE,TRUE,FALSE,America/Chicago,3,1
Twin Forks,NM,New Mexico,Otero,32.9463,-105.6374,185,17,FALSE,TRUE,FALSE,America/Denver,3,2
Winnett,MT,Montana,Petroleum,47.0043,-108.3466,185,70,FALSE,TRUE,FALSE,America/Denver,3,1
Mount Croghan,SC,South Carolina,Chesterfield,34.7697,-80.2264,185,94,FALSE,TRUE,FALSE,America/New_York,3,1
Dewy Rose,GA,Georgia,Elbert,34.1681,-82.9395,185,42,FALSE,FALSE,FALSE,America/New_York,3,1
Port Lions,AK,Alaska,Kodiak Island,57.8754,-152.8745,184,14,FALSE,TRUE,FALSE,America/Anchorage,3,1
Bee,NE,Nebraska,Seward,41.0064,-97.0583,184,284,FALSE,TRUE,FALSE,America/Chicago,3,1
Ophir,CO,Colorado,San Miguel,37.8568,-107.8312,184,302,FALSE,TRUE,FALSE,America/Denver,3,2
Decatur City,IA,Iowa,Decatur,40.7424,-93.8327,184,178,FALSE,TRUE,FALSE,America/Chicago,3,2
Helix,OR,Oregon,Umatilla,45.8506,-118.659,184,551,FALSE,TRUE,FALSE,America/Los_Angeles,3,1
Minden City,MI,Michigan,Sanilac,43.6715,-82.7757,184,72,FALSE,TRUE,FALSE,America/Detroit,3,1
Crystal Bay,NV,Nevada,Washoe,39.2315,-120.0017,184,157,FALSE,FALSE,FALSE,America/Los_Angeles,3,2
San Cristobal,NM,New Mexico,Taos,36.6101,-105.6319,184,10,FALSE,FALSE,FALSE,America/Denver,3,1
Davis City,IA,Iowa,Decatur,40.6401,-93.8126,184,120,FALSE,TRUE,FALSE,America/Chicago,3,1
Custar,OH,Ohio,Wood,41.2846,-83.8438,184,283,FALSE,TRUE,FALSE,America/New_York,3,1
Fort Seneca,OH,Ohio,Seneca,41.2042,-83.168,184,113,FALSE,FALSE,FALSE,America/New_York,3,1
Hyannis,NE,Nebraska,Grant,42.0005,-101.7622,184,136,FALSE,TRUE,FALSE,America/Denver,3,1
Maryhill Estates,KY,Kentucky,Jefferson,38.2663,-85.6532,184,1795,FALSE,TRUE,FALSE,America/New_York,3,1
Trinway,OH,Ohio,Muskingum,40.1376,-82.0119,184,253,FALSE,FALSE,FALSE,America/New_York,3,1
Crouch,ID,Idaho,Boise,44.116,-115.9728,183,196,FALSE,TRUE,FALSE,America/Boise,3,1
Rudyard,MT,Montana,Hill,48.5599,-110.55,183,77,FALSE,FALSE,FALSE,America/Denver,3,1
Funk,NE,Nebraska,Phelps,40.463,-99.2508,183,268,FALSE,TRUE,FALSE,America/Chicago,3,1
Ratcliff,AR,Arkansas,Logan,35.3066,-93.8887,183,38,FALSE,TRUE,FALSE,America/Chicago,3,1
San Simon,AZ,Arizona,Cochise,32.268,-109.2308,183,101,FALSE,FALSE,FALSE,America/Phoenix,3,1
Offerle,KS,Kansas,Edwards,37.8907,-99.5604,183,257,FALSE,TRUE,FALSE,America/Chicago,3,1
Amberg,WI,Wisconsin,Marinette,45.5062,-87.9874,183,43,FALSE,FALSE,FALSE,America/Chicago,3,1
Latty,OH,Ohio,Paulding,41.0879,-84.5832,183,262,FALSE,TRUE,FALSE,America/New_York,3,1
Ensign,KS,Kansas,Gray,37.6531,-100.2329,183,242,FALSE,TRUE,FALSE,America/Chicago,3,1
Wynot,NE,Nebraska,Cedar,42.7398,-97.1697,183,385,FALSE,TRUE,FALSE,America/Chicago,3,1
Grayridge,MO,Missouri,Stoddard,36.8247,-89.7819,183,69,FALSE,FALSE,FALSE,America/Chicago,3,2
Sugar Bush Knolls,OH,Ohio,Portage,41.2037,-81.3471,183,319,FALSE,TRUE,FALSE,America/New_York,3,1
Medon,TN,Tennessee,Madison,35.4556,-88.8636,183,71,FALSE,TRUE,FALSE,America/Chicago,3,1
Nageezi,NM,New Mexico,San Juan,36.2488,-107.7471,183,5,FALSE,FALSE,FALSE,America/Denver,3,2
Buckhead,GA,Georgia,Morgan,33.5685,-83.3623,183,88,FALSE,TRUE,FALSE,America/New_York,3,2
Metaline,WA,Washington,Pend Oreille,48.8533,-117.3892,183,231,FALSE,TRUE,FALSE,America/Los_Angeles,3,1
Middle Village,WI,Wisconsin,Menominee,44.9347,-88.7334,183,11,FALSE,FALSE,FALSE,America/Chicago,3,2
Beaman,IA,Iowa,Grundy,42.2202,-92.8221,183,378,FALSE,TRUE,FALSE,America/Chicago,3,1
Choptank,MD,Maryland,Caroline,38.6823,-75.9494,183,296,FALSE,FALSE,FALSE,America/New_York,3,1
Calpine,CA,California,Sierra,39.6633,-120.4436,182,98,FALSE,FALSE,FALSE,America/Los_Angeles,3,1
Dune Acres,IN,Indiana,Porter,41.6448,-87.096,182,33,FALSE,TRUE,FALSE,America/Chicago,3,1
Slick,OK,Oklahoma,Creek,35.7775,-96.2667,182,10,FALSE,TRUE,FALSE,America/Chicago,3,2
Cowgill,MO,Missouri,Caldwell,39.5603,-93.9257,182,293,FALSE,TRUE,FALSE,America/Chicago,3,1
Banner,IL,Illinois,Fulton,40.5126,-89.9156,182,54,FALSE,TRUE,FALSE,America/Chicago,3,1
Mina,NV,Nevada,Mineral,38.3898,-118.1116,182,29,FALSE,FALSE,FALSE,America/Los_Angeles,3,1
Macksburg,OH,Ohio,Washington,39.6314,-81.4562,182,325,FALSE,TRUE,FALSE,America/New_York,3,1
Hebo,OR,Oregon,Tillamook,45.2261,-123.8586,182,43,FALSE,FALSE,FALSE,America/Los_Angeles,3,1
Proberta,CA,California,Tehama,40.0762,-122.1776,182,49,FALSE,FALSE,FALSE,America/Los_Angeles,3,3
Fountain N' Lakes,MO,Missouri,Lincoln,38.9689,-90.8493,182,492,FALSE,TRUE,FALSE,America/Chicago,3,1
Weldona,CO,Colorado,Morgan,40.3484,-103.9693,182,448,FALSE,FALSE,FALSE,America/Denver,3,1
Green Bank,WV,West Virginia,Pocahontas,38.4267,-79.8343,182,21,FALSE,FALSE,FALSE,America/New_York,3,2
Conception Junction,MO,Missouri,Nodaway,40.2684,-94.6914,182,222,FALSE,TRUE,FALSE,America/Chicago,3,1
New Grand Chain,IL,Illinois,Pulaski,37.2552,-89.0165,182,67,FALSE,TRUE,FALSE,America/Chicago,3,1
Warba,MN,Minnesota,Itasca,47.1366,-93.2657,182,21,FALSE,TRUE,FALSE,America/Chicago,3,1
Copper City,MI,Michigan,Houghton,47.2842,-88.3875,182,833,FALSE,TRUE,FALSE,America/Detroit,3,1
Bald Head Island,NC,North Carolina,Brunswick,33.866,-77.9864,182,18,FALSE,TRUE,FALSE,America/New_York,3,1
Los Cerrillos,NM,New Mexico,Santa Fe,35.4272,-106.1211,182,20,FALSE,TRUE,FALSE,America/Denver,3,1
Comanche Creek,CO,Colorado,Arapahoe,39.615,-104.3268,182,3,FALSE,TRUE,FALSE,America/Denver,3,1
West Sunbury,PA,Pennsylvania,Butler,41.0061,-79.8965,181,634,FALSE,TRUE,FALSE,America/New_York,3,1
Bellerive Acres,MO,Missouri,St. Louis,38.7123,-90.3121,181,205,FALSE,TRUE,FALSE,America/Chicago,3,1
Mokane,MO,Missouri,Callaway,38.6744,-91.8723,181,238,FALSE,TRUE,FALSE,America/Chicago,3,1
Butlerville,IN,Indiana,Jennings,39.0326,-85.5131,181,184,FALSE,FALSE,FALSE,America/Indiana/Indianapolis,3,1
Michiana,MI,Michigan,Berrien,41.7637,-86.8113,181,191,FALSE,TRUE,FALSE,America/Detroit,3,1
Deaver,WY,Wyoming,Big Horn,44.889,-108.596,181,69,FALSE,TRUE,FALSE,America/Denver,3,1
Doland,SD,South Dakota,Spink,44.8944,-98.0997,181,118,FALSE,TRUE,FALSE,America/Chicago,3,1
Kline,SC,South Carolina,Barnwell,33.1252,-81.3426,181,22,FALSE,TRUE,FALSE,America/New_York,3,1
Fort Bridger,WY,Wyoming,Uinta,41.3183,-110.3894,181,35,FALSE,FALSE,FALSE,America/Denver,3,1
Thor,IA,Iowa,Humboldt,42.6881,-94.0496,181,70,FALSE,TRUE,FALSE,America/Chicago,3,1
Bendon,MI,Michigan,Benzie,44.637,-85.8378,181,34,FALSE,FALSE,FALSE,America/Detroit,3,1
Sayner,WI,Wisconsin,Vilas,45.991,-89.5332,181,38,FALSE,FALSE,FALSE,America/Chicago,3,1
Gravity,IA,Iowa,Taylor,40.7601,-94.7435,181,234,FALSE,TRUE,FALSE,America/Chicago,3,1
Mulkeytown,IL,Illinois,Franklin,37.9721,-89.1112,181,253,FALSE,FALSE,FALSE,America/Chicago,3,1
Gilboa,OH,Ohio,Putnam,41.0186,-83.9214,180,529,FALSE,TRUE,FALSE,America/New_York,3,1
Leona,TX,Texas,Leon,31.1537,-95.976,180,31,FALSE,TRUE,FALSE,America/Chicago,3,1
Blacksville,WV,West Virginia,Monongalia,39.7175,-80.2146,180,232,FALSE,TRUE,FALSE,America/New_York,3,1
Loch Arbour,NJ,New Jersey,Monmouth,40.2323,-74.0014,180,800,FALSE,TRUE,FALSE,America/New_York,3,1
Brookhurst,WY,Wyoming,Natrona,42.8618,-106.2272,180,106,FALSE,FALSE,FALSE,America/Denver,3,1
Port Costa,CA,California,Contra Costa,38.0446,-122.185,180,438,FALSE,FALSE,FALSE,America/Los_Angeles,3,1
Iron Belt,WI,Wisconsin,Iron,46.4031,-90.3193,180,28,FALSE,FALSE,FALSE,America/Chicago,3,1
Amoret,MO,Missouri,Bates,38.2549,-94.5873,180,325,FALSE,TRUE,FALSE,America/Chicago,3,1
Nespelem Community,WA,Washington,Okanogan,48.1715,-119.0244,180,2,FALSE,TRUE,FALSE,America/Los_Angeles,3,1
El Combate,PR,Puerto Rico,Cabo Rojo,17.9818,-67.2086,180,120,FALSE,FALSE,FALSE,America/Puerto_Rico,3,1
South Carrollton,KY,Kentucky,Muhlenberg,37.3358,-87.1401,180,274,FALSE,TRUE,FALSE,America/Chicago,3,2
Tygh Valley,OR,Oregon,Wasco,45.2417,-121.1693,180,18,FALSE,FALSE,FALSE,America/Los_Angeles,3,1
Gerrard,CO,Colorado,Rio Grande,37.6783,-106.5752,180,58,FALSE,FALSE,FALSE,America/Denver,3,1
Stockett,MT,Montana,Cascade,47.3534,-111.1698,180,47,FALSE,FALSE,FALSE,America/Denver,3,1
Kokhanok,AK,Alaska,Lake and Peninsula,59.4158,-154.7456,180,3,FALSE,FALSE,FALSE,America/Anchorage,3,1
The Rock,GA,Georgia,Upson,32.9635,-84.2378,179,16,FALSE,FALSE,FALSE,America/New_York,3,1
Point Isabel,IN,Indiana,Grant,40.4206,-85.8219,179,20,FALSE,FALSE,FALSE,America/Indiana/Indianapolis,3,1
Brant Lake South,SD,South Dakota,Lake,43.9139,-96.9379,179,131,FALSE,TRUE,FALSE,America/Chicago,3,1
Dorrance,KS,Kansas,Russell,38.8469,-98.59,179,203,FALSE,TRUE,FALSE,America/Chicago,3,1
Braxton,MS,Mississippi,Simpson,32.0264,-89.9715,179,117,FALSE,TRUE,FALSE,America/Chicago,3,1
Anawalt,WV,West Virginia,McDowell,37.3364,-81.4406,179,120,FALSE,TRUE,FALSE,America/New_York,3,1
Van Voorhis,PA,Pennsylvania,Washington,40.1598,-79.9731,179,182,FALSE,FALSE,FALSE,America/New_York,3,1
Shambaugh,IA,Iowa,Page,40.6574,-95.0353,179,189,FALSE,TRUE,FALSE,America/Chicago,3,1
Shelly,MN,Minnesota,Norman,47.4582,-96.8197,179,327,FALSE,TRUE,FALSE,America/Chicago,3,1
Cooksville,IL,Illinois,McLean,40.5428,-88.7146,179,318,FALSE,TRUE,FALSE,America/Chicago,3,1
Lake Cavanaugh,WA,Washington,Skagit,48.3225,-122.0122,179,89,FALSE,FALSE,FALSE,America/Los_Angeles,3,1
Bennett Springs,MO,Missouri,Laclede,37.7255,-92.8534,179,16,FALSE,FALSE,FALSE,America/Chicago,3,1
Paxville,SC,South Carolina,Clarendon,33.739,-80.3586,179,65,FALSE,TRUE,FALSE,America/New_York,3,1
Gotham,WI,Wisconsin,Richland,43.2225,-90.297,179,173,FALSE,FALSE,FALSE,America/Chicago,3,2
Finland,MN,Minnesota,Lake,47.435,-91.2683,179,12,FALSE,FALSE,FALSE,America/Chicago,3,1
Yoder,KS,Kansas,Reno,37.9454,-97.8681,179,25,FALSE,FALSE,FALSE,America/Chicago,3,3
Chewey,OK,Oklahoma,Adair,36.0905,-94.7385,178,3,FALSE,FALSE,FALSE,America/Chicago,3,2
Wilburton Number One,PA,Pennsylvania,Columbia,40.8129,-76.3924,178,647,FALSE,FALSE,FALSE,America/New_York,3,1
Cantwell,AK,Alaska,Denali,63.379,-148.8158,178,0,FALSE,FALSE,FALSE,America/Anchorage,3,1
Ali Chuk,AZ,Arizona,Pima,31.8169,-112.5584,178,47,FALSE,FALSE,FALSE,America/Phoenix,3,1
Bishop Hills,TX,Texas,Potter,35.2614,-101.9519,178,219,FALSE,TRUE,FALSE,America/Chicago,3,1
Lasana,TX,Texas,Cameron,26.2585,-97.695,178,83,FALSE,FALSE,FALSE,America/Chicago,3,1
Dutch Flat,CA,California,Placer,39.208,-120.8345,178,115,FALSE,FALSE,FALSE,America/Los_Angeles,3,1
Trout Creek,MT,Montana,Sanders,47.8331,-115.5837,178,37,FALSE,FALSE,FALSE,America/Denver,3,1
Stony Creek,VA,Virginia,Sussex,36.948,-77.4,178,119,FALSE,TRUE,FALSE,America/New_York,3,1
Otoe,NE,Nebraska,Otoe,40.7242,-96.1206,178,431,FALSE,TRUE,FALSE,America/Chicago,3,1
Zoar,OH,Ohio,Tuscarawas,40.6134,-81.4233,178,117,FALSE,TRUE,FALSE,America/New_York,3,2
North San Juan,CA,California,Nevada,39.3719,-121.106,178,28,FALSE,FALSE,FALSE,America/Los_Angeles,3,1
Palominas,AZ,Arizona,Cochise,31.3838,-110.1212,178,35,FALSE,FALSE,FALSE,America/Phoenix,3,1
La Rosita,TX,Texas,Starr,26.402,-98.9326,178,1003,FALSE,FALSE,FALSE,America/Chicago,3,2
Colerain,NC,North Carolina,Bertie,36.2015,-76.7664,178,261,FALSE,TRUE,FALSE,America/New_York,3,1
Power,MT,Montana,Teton,47.7203,-111.6944,177,45,FALSE,FALSE,FALSE,America/Denver,3,1
Silver Plume,CO,Colorado,Clear Creek,39.6958,-105.7266,177,264,FALSE,TRUE,FALSE,America/Denver,3,1
Jordan Valley,OR,Oregon,Malheur,42.9793,-117.0574,177,32,FALSE,TRUE,FALSE,America/Boise,3,1
Port Graham,AK,Alaska,Kenai Peninsula,59.34,-151.8464,177,10,FALSE,FALSE,FALSE,America/Anchorage,3,1
Pomaria,SC,South Carolina,Newberry,34.2677,-81.4192,177,65,FALSE,TRUE,FALSE,America/New_York,3,1
Purdin,MO,Missouri,Linn,39.951,-93.1664,177,222,FALSE,TRUE,FALSE,America/Chicago,3,1
Lozano,TX,Texas,Cameron,26.1896,-97.5437,177,577,FALSE,FALSE,FALSE,America/Chicago,3,1
High Hill,MO,Missouri,Montgomery,38.8753,-91.3776,177,148,FALSE,TRUE,FALSE,America/Chicago,3,1
Lowell Point,AK,Alaska,Kenai Peninsula,60.0629,-149.4898,177,5,FALSE,FALSE,FALSE,America/Anchorage,3,1
Wasola,MO,Missouri,Ozark,36.7857,-92.5685,177,12,FALSE,FALSE,FALSE,America/Chicago,3,1
Quemado,NM,New Mexico,Catron,34.3415,-108.5061,177,38,FALSE,FALSE,FALSE,America/Denver,3,1
Kennerdell,PA,Pennsylvania,Venango,41.2787,-79.8219,177,30,FALSE,FALSE,FALSE,America/New_York,3,1
Wessington,SD,South Dakota,Beadle,44.4552,-98.6967,177,180,FALSE,TRUE,FALSE,America/Chicago,3,1
Alfarata,PA,Pennsylvania,Mifflin,40.6619,-77.4559,177,122,FALSE,FALSE,FALSE,America/New_York,3,2
Stevinson,CA,California,Merced,37.3247,-120.8497,177,60,FALSE,FALSE,FALSE,America/Los_Angeles,3,1
Arroyo Hondo,NM,New Mexico,Taos,36.5346,-105.6666,176,41,FALSE,FALSE,FALSE,America/Denver,3,2
Mill Spring,MO,Missouri,Wayne,37.065,-90.6778,176,154,FALSE,TRUE,FALSE,America/Chicago,3,1
Coffman Cove,AK,Alaska,Prince of Wales-Hyder,56.0057,-132.8395,176,6,FALSE,TRUE,FALSE,America/Sitka,3,1
Rickardsville,IA,Iowa,Dubuque,42.5815,-90.8763,176,74,FALSE,TRUE,FALSE,America/Chicago,3,1
Mullin,TX,Texas,Mills,31.5552,-98.6657,176,145,FALSE,TRUE,FALSE,America/Chicago,3,1
West Millgrove,OH,Ohio,Wood,41.2427,-83.4915,176,261,FALSE,TRUE,FALSE,America/New_York,3,2
Geuda Springs,KS,Kansas,Sumner,37.1116,-97.1504,176,200,FALSE,TRUE,FALSE,America/Chicago,3,1
McCracken,KS,Kansas,Rush,38.5821,-99.5684,176,68,FALSE,TRUE,FALSE,America/Chicago,3,1
Abanda,AL,Alabama,Chambers,33.0926,-85.5253,176,22,FALSE,FALSE,FALSE,America/Chicago,3,1
Los Barreras,TX,Texas,Starr,26.3911,-98.9184,176,296,FALSE,FALSE,FALSE,America/Chicago,3,1
Wardner,ID,Idaho,Shoshone,47.5189,-116.1357,176,77,FALSE,TRUE,FALSE,America/Los_Angeles,3,1
Alcan Border,AK,Alaska,Southeast Fairbanks,62.6727,-141.1321,176,0,FALSE,TRUE,FALSE,America/Anchorage,3,1
Letcher,SD,South Dakota,Sanborn,43.8995,-98.1443,176,110,FALSE,TRUE,FALSE,America/Chicago,3,1
Ferryville,WI,Wisconsin,Crawford,43.3516,-91.0935,176,34,FALSE,TRUE,FALSE,America/Chicago,3,1
Broomtown,AL,Alabama,Cherokee,34.3657,-85.5322,176,14,FALSE,FALSE,FALSE,America/Chicago,3,1
Delia,KS,Kansas,Jackson,39.2394,-95.965,176,590,FALSE,TRUE,FALSE,America/Chicago,3,1
Government Camp,OR,Oregon,Clackamas,45.3022,-121.7528,176,90,FALSE,FALSE,FALSE,America/Los_Angeles,3,1
Jakes Corner,AZ,Arizona,Gila,34.0083,-111.3202,176,47,FALSE,FALSE,FALSE,America/Phoenix,3,1
Truchas,NM,New Mexico,Rio Arriba,36.0338,-105.8095,176,9,FALSE,FALSE,FALSE,America/Denver,3,1
Campo Verde,TX,Texas,Starr,26.3916,-98.914,176,2103,FALSE,TRUE,FALSE,America/Chicago,2,1
Rosine,KY,Kentucky,Ohio,37.4523,-86.7373,176,141,FALSE,FALSE,FALSE,America/Chicago,3,3
Driftwood,TX,Texas,Hays,30.133,-98.0373,176,52,FALSE,FALSE,FALSE,America/Chicago,3,1
Shevlin,MN,Minnesota,Clearwater,47.5302,-95.2595,175,83,FALSE,TRUE,FALSE,America/Chicago,3,1
Westboro,WI,Wisconsin,Taylor,45.3608,-90.2934,175,36,FALSE,FALSE,FALSE,America/Chicago,3,1
Lucan,MN,Minnesota,Redwood,44.41,-95.4135,175,170,FALSE,TRUE,FALSE,America/Chicago,3,1
Mapleview,MN,Minnesota,Mower,43.6901,-92.974,175,362,FALSE,TRUE,FALSE,America/Chicago,3,1
Lamar Heights,MO,Missouri,Barton,37.4937,-94.2955,175,86,FALSE,TRUE,FALSE,America/Chicago,3,1
